SU_ID,POLLCLOSE_STATE_WEIGHT,POLLCLOSE_NATIONAL_WEIGHT,FINALVOTE_STATE_WEIGHT,FINALVOTE_NATIONAL_WEIGHT,P_STATE,STATENUM,LVA,LVB,LV,LIKELYVOTER,TIMEVOTE,TRUMPFACTOR3,FAVSENDEM,FAVSENREP,PARTYCONTROL,GETAHEAD,TRADENATIONALECON,TRADELOCALECON,HEALTHLAW,IMMDEPORT,RUSSIA,QPVVOTE,FIRSTTIME,QPVVOTE3,BREAKA,BREAKB,BREAKC,SEX,AGE65,RACETH,RACETH5,EDUC,INCOME,PARTY,PARTYFULL,IDEO,RELIG,RELIG4,SIZEPLACE,FORMFLAG
20002492,1350.538812,1302.7791852,1446.0797556,1466.7349459,(WA) Washington,(47) Washington,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(1) Voted to express support for Trump,(4) Very unfavorable,(2) Somewhat favorable,(1) Very important,(1) Getting ahead,(1) Help,(1) Help,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(1) Men,(6) 65+,(1) White,(1) White,(3) College graduate,"(2) $25,000-$49,999",(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(1) Protestant,(1) Protestant/Other Christian,(4) Rural,(2) Form 2
20002629,338.71251243,326.73449075,303.32875347,507.30755441,(MA) Massachusetts,(19) Massachusetts,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(1) Voted to express support for Trump,(4) Very unfavorable,(1) Very favorable,(1) Very important,(2) Holding steady,(1) Help,(1) Help,(1) Repeal the law entirely,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(2) Women,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,(1) Protestant,(1) Protestant/Other Christian,(3) Small town,(2) Form 2
20002631,1838.9140718,1773.8838417,1287.7208968,1141.2711398,(NY) New York,(34) New York,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(3) Trump was not a factor,(1) Very favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(2) Hurt,(3) No difference,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(1) Yes, it is",(1) I've known all along,(2) Women,(1) 18-24,(1) White,(1) White,(3) College graduate,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(8) None,(4) Unaffiliated,(2) Suburban,(3) Form 3
20002632,1362.6646218,1314.4761853,1063.4395595,1053.5466484,(NV) Nevada,(33) Nevada,(2) Very interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(2) Somewhat important,(2) Holding steady,(3) No difference,(3) No difference,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(1) Yes, it is",(1) I've known all along,(1) Men,(3) 30-39,"(5) American Indian, Native American or Alaska Native",(5) Other,(1) High school or less,"(3) $50,000-$74,999",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(4) Rural,(4) Form 4
20002690,274.04494727,264.35378973,204.07348926,201.70943222,(GA) Georgia,(10) Georgia,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,,,,(2) Holding steady,(2) Hurt,(2) Hurt,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,"(2) I thought about voting in the 2014 election for Congress, but didn't","(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(4) Asian,(4) Postgraduate study,"(5) $100,000 or more",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(6) Muslim,(3) Other,(2) Suburban,(2) Form 2
20002698,2865.6530739,2764.3138751,1924.2813268,2348.3170056,(MA) Massachusetts,(19) Massachusetts,(2) Very interested,(5) I already voted,(12) Already voted,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(2) Some college/assoc. degree,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(3) Small town,(4) Form 4
20002719,1128.6465859,1088.7338199,723.92264935,691.29263082,(NY) New York,(34) New York,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(3) Falling behind,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(3) 30-39,(1) White,(1) White,(4) Postgraduate study,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,(5) Jewish,(3) Other,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(4) Form 4
20002726,184.77855671,178.24416109,130.01869445,130.62388413,(MA) Massachusetts,(19) Massachusetts,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(1) Getting ahead,(2) Hurt,(2) Hurt,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(2) Suburban,(3) Form 3
20002727,277.13576855,267.3353091,143.41669381,164.49894428,(TN) Tennessee,(42) Tennessee,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(2) Somewhat important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(2) Some college/assoc. degree,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,(1) Protestant,(1) Protestant/Other Christian,(4) Rural,(4) Form 4
20002743,537.65100558,518.63784497,422.28465405,395.62832082,(VA) Virginia,(45) Virginia,(3) Somewhat interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(3) Not too important,(2) Holding steady,(2) Hurt,(3) No difference,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(1) I did not vote in the 2014 election for Congress,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(2) 25-29,(1) White,(1) White,(4) Postgraduate study,"(2) $25,000-$49,999",(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,(5) Jewish,(3) Other,(1) Urban,(2) Form 2
20002767,300.46956857,289.84394692,296.83798172,240.77120771,(TX) Texas,(43) Texas,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(2) Somewhat important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(5) Other,(4) Postgraduate study,"(3) $50,000-$74,999",(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,(7) Something else,(3) Other,(3) Small town,(1) Form 1
20002785,156.79773416,151.2528352,188.67980837,153.02478529,(WI) Wisconsin,(48) Wisconsin,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(6) 65+,(1) White,(1) White,(3) College graduate,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(2) Catholic,(2) Catholic,(3) Small town,(2) Form 2
20002820,108.665978,104.82318097,60.277577054,57.967877498,(NH) New Hampshire,(30) New Hampshire,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,,,,(2) Holding steady,(2) Hurt,(2) Hurt,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(6) 65+,(1) White,(1) White,(4) Postgraduate study,"(1) Under $25,000",(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,(2) Catholic,(2) Catholic,(3) Small town,(4) Form 4
20002846,358.9801582,346.28540392,313.34856688,296.4896311,(MI) Michigan,(22) Michigan,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(3) Somewhat unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(6) 65+,(2) African American or Black,(2) African American or Black,(4) Postgraduate study,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(4) Other Christian,(1) Protestant/Other Christian,(2) Suburban,(3) Form 3
20002854,2582.4175952,2491.0945623,2365.9655616,2310.946879,(MN) Minnesota,(23) Minnesota,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(3) Falling behind,(2) Hurt,(2) Hurt,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(1) I did not vote in the 2016 presidential election,(1) First time voting,(1) I did not vote in the 2014 election for Congress,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(1) 18-24,(1) White,(1) White,(1) High school or less,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,(8) None,(4) Unaffiliated,(1) Urban,(2) Form 2
20002868,568.12076582,548.03009128,345.68726271,499.01790381,(MA) Massachusetts,(19) Massachusetts,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(1) Very important,(1) Getting ahead,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(4) 40-49,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(3) College graduate,"(5) $100,000 or more",(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,(8) None,(4) Unaffiliated,(2) Suburban,(3) Form 3
20002872,501.1569411,483.43433422,1100.7743583,1051.6996188,(WA) Washington,(47) Washington,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(3) Trump was not a factor,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(3) No difference,(4) Expand the law,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),(99) DON'T KNOW/SKIPPED/REFUSED (VOL),(2) I decided over the course of the campaign,(1) Men,(6) 65+,(1) White,(1) White,(4) Postgraduate study,"(4) $75,000-$99,999",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(4) Rural,(1) Form 1
20002939,259.42238518,250.24833096,268.49008578,261.48769866,(MN) Minnesota,(23) Minnesota,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(2) Somewhat important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,"(2) I thought about voting in the 2016 presidential election, but didn't",(1) First time voting,"(2) I thought about voting in the 2014 election for Congress, but didn't","(2) No, it is not","(1) Yes, it is",(4) I still haven't decided,(2) Women,(2) 25-29,(7) Other,(5) Other,(2) Some college/assoc. degree,"(3) $50,000-$74,999",(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,(8) None,(4) Unaffiliated,(2) Suburban,(2) Form 2
20002975,964.51208595,930.40367173,787.84058019,726.53094489,(AZ) Arizona,(4) Arizona,(3) Somewhat interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(3) Trump was not a factor,(3) Somewhat unfavorable,(2) Somewhat favorable,(1) Very important,(2) Holding steady,(1) Help,(3) No difference,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(2) I decided over the course of the campaign,(2) Women,(4) 40-49,(1) White,(1) White,(3) College graduate,"(4) $75,000-$99,999",(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(1) Protestant,(1) Protestant/Other Christian,(3) Small town,(4) Form 4
20002997,313.30021432,302.22085758,197.12228671,210.42564402,(WA) Washington,(47) Washington,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(1) Very favorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(5) 50-64,(1) White,(1) White,(3) College graduate,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(2) Catholic,(2) Catholic,(2) Suburban,(3) Form 3
20003016,1172.6465616,1131.1778074,2438.698684,2253.4691694,(MI) Michigan,(22) Michigan,(3) Somewhat interested,(3) Probably will not vote,(5) 5,(2) Nonvoter,(1) Election Day,,(4) Very unfavorable,(2) Somewhat favorable,,(3) Falling behind,(1) Help,(3) No difference,(2) Repeal parts of the law,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(2) No, it is not",,(1) Men,(1) 18-24,(1) White,(1) White,(2) Some college/assoc. degree,"(1) Under $25,000",(3) Neither,(2) Republican/Lean Rep,(5) Very conservative,(4) Other Christian,(1) Protestant/Other Christian,(1) Urban,(2) Form 2
20003025,925.89590864,893.15309326,717.66665939,657.82796042,(NV) Nevada,(33) Nevada,(2) Very interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(3) No difference,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(5) 50-64,(3) Latino or Hispanic,(3) Latino or Hispanic,(1) High school or less,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(2) Catholic,(2) Catholic,(2) Suburban,(3) Form 3
20003026,1953.0305409,1883.9647659,3427.8569745,3301.5445862,(CA) California,(5) California,(2) Very interested,(2) Probably will vote,(7) 7,(2) Nonvoter,(1) Election Day,(2) Voted to express opposition for Trump,,,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(2) 25-29,(3) Latino or Hispanic,(3) Latino or Hispanic,(3) College graduate,"(4) $75,000-$99,999",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(2) Catholic,(2) Catholic,(2) Suburban,(1) Form 1
20003084,1549.4447575,1494.6511428,1207.8892377,1334.7755919,(MA) Massachusetts,(19) Massachusetts,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(2) Somewhat favorable,(1) Very important,(1) Getting ahead,(3) No difference,(3) No difference,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(3) College graduate,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(1) Protestant,(1) Protestant/Other Christian,(2) Suburban,(4) Form 4
20003092,117.58793831,113.42963053,121.69803937,118.5240794,(MN) Minnesota,(23) Minnesota,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(2) 25-29,(1) White,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(1) Urban,(1) Form 1
20003124,1495.2414567,1442.3646543,1054.9195758,1128.4524668,(MA) Massachusetts,(19) Massachusetts,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),(99) DON'T KNOW/SKIPPED/REFUSED (VOL),(2) Not,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(88) REMOVED FOR DISCLOSURE RISK,(1) White,(3) College graduate,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(7) Something else,(3) Other,(1) Urban,(4) Form 4
20003227,1387.7389325,1338.6637835,1047.2325614,925.59489284,(TN) Tennessee,(42) Tennessee,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,,(1) Voted to express support for Trump,(4) Very unfavorable,(1) Very favorable,(1) Very important,(1) Getting ahead,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Help,(1) Repeal the law entirely,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(2) Some college/assoc. degree,"(4) $75,000-$99,999",(3) Neither,(2) Republican/Lean Rep,(4) Somewhat conservative,(1) Protestant,(1) Protestant/Other Christian,(4) Rural,(4) Form 4
20003255,361.49694812,348.71319162,295.83541378,289.21946885,(OH) Ohio,(35) Ohio,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,"(3) I usually vote, but I didn't in the 2014 election for Congress","(1) Yes, it is","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(4) Postgraduate study,"(3) $50,000-$74,999",(3) Neither,(3) Independent,(4) Somewhat conservative,(1) Protestant,(1) Protestant/Other Christian,(2) Suburban,(1) Form 1
20003281,137.68793935,132.81882746,132.63709489,121.73271812,(NH) New Hampshire,(30) New Hampshire,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,,,,(3) Falling behind,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(2) 25-29,(1) White,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(8) None,(4) Unaffiliated,(4) Rural,(4) Form 4
20003313,70.39208338,67.90278089,62.707106573,52.804906144,(TN) Tennessee,(42) Tennessee,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(1) Very favorable,(3) Somewhat unfavorable,(1) Very important,(1) Getting ahead,(2) Hurt,(3) No difference,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(3) Latino or Hispanic,(2) Some college/assoc. degree,"(5) $100,000 or more",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(7) Something else,(3) Other,(4) Rural,(3) Form 3
20003339,12.548828439,12.105059362,0.1745818624,12.509744496,(MS) Mississippi,(25) Mississippi,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(3) Trump was not a factor,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(2) Hurt,(3) No difference,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(2) Deported to the country they came from,(1) Yes,(1) I did not vote in the 2016 presidential election,(2) Not,(4) I'm sure I voted,"(2) No, it is not",(99) DON'T KNOW/SKIPPED/REFUSED (VOL),(2) I decided over the course of the campaign,(2) Women,(5) 50-64,(7) Other,(5) Other,(2) Some college/assoc. degree,"(5) $100,000 or more",(3) Neither,(3) Independent,(5) Very conservative,(4) Other Christian,(1) Protestant/Other Christian,(4) Rural,(4) Form 4
20003350,273.16376966,263.50377354,214.21297728,202.77677867,(KS) Kansas,(16) Kansas,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(3) Trump was not a factor,,,,(1) Getting ahead,(1) Help,(1) Help,(1) Repeal the law entirely,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(2) Women,(4) 40-49,(1) White,(1) White,(4) Postgraduate study,"(3) $50,000-$74,999",(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(4) Other Christian,(1) Protestant/Other Christian,(2) Suburban,(3) Form 3
20003391,2463.4408592,2376.3252466,1236.7304106,1757.9458483,(IN) Indiana,(15) Indiana,(5) Not at all interested,(1) Definitely will vote,(8) 8,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(2) Somewhat favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(2) Repeal parts of the law,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(1) Yes, it is",(4) I still haven't decided,(1) Men,(1) 18-24,(1) White,(1) White,(1) High school or less,"(5) $100,000 or more",(2) Republican,(2) Republican/Lean Rep,(3) Moderate,(8) None,(4) Unaffiliated,(3) Small town,(1) Form 1
20003407,203.5601758,196.36159852,287.56411534,300.02377748,(WI) Wisconsin,(48) Wisconsin,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(1) Voted to express support for Trump,(4) Very unfavorable,(1) Very favorable,(1) Very important,(2) Holding steady,(1) Help,(1) Help,(1) Repeal the law entirely,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(1) Men,(6) 65+,(1) White,(1) White,(3) College graduate,"(2) $25,000-$49,999",(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,(4) Other Christian,(1) Protestant/Other Christian,(4) Rural,(1) Form 1
