"","SEX","RACE","MAR","LANX","WAOB","DIS","HICOV","MIG","SCH"
"2748",1,1,1,2,1,2,1,1,1
"2749",2,1,1,2,1,1,1,1,1
"2750",1,1,1,2,1,2,1,1,1
"2751",2,1,1,2,1,2,1,1,1
"2752",1,1,5,2,1,2,1,1,1
"2753",1,1,1,2,1,2,1,1,1
"2754",2,1,1,2,1,2,1,1,1
"2755",2,1,1,2,1,2,2,1,1
"2756",1,1,1,2,1,2,1,1,1
"2757",2,1,5,1,3,2,2,3,1
"2758",1,1,5,2,1,2,2,3,2
"2759",1,1,5,2,1,2,2,1,1
"2760",2,1,1,2,1,2,1,1,1
"2761",1,1,1,2,1,2,1,1,1
"2762",2,1,1,2,1,2,1,1,1
"2763",1,1,1,2,1,2,1,1,1
"2764",2,2,1,2,1,2,1,1,1
"2765",1,2,1,2,1,1,2,1,2
"2766",1,1,5,2,1,2,1,1,1
"2767",1,1,3,2,1,2,1,1,1
"2768",2,2,3,2,1,1,1,1,1
"2769",1,2,1,2,1,2,1,1,1
"2770",1,5,5,2,1,2,2,1,1
"2771",2,1,5,2,1,2,1,1,1
"2772",1,5,3,2,1,1,1,1,1
"2773",1,1,5,1,3,2,2,1,1
"2774",2,2,2,2,1,2,1,1,1
"2775",1,5,3,2,1,2,2,3,1
"2776",2,1,4,2,1,2,1,3,1
"2777",1,1,1,2,1,2,1,1,1
"2778",2,1,1,2,1,2,1,1,1
"2779",1,1,1,2,1,2,1,1,1
"2780",2,1,1,2,1,2,1,1,1
"2781",1,1,3,2,1,1,1,1,1
"2782",2,2,5,2,1,1,1,1,1
"2783",1,1,5,1,3,2,2,1,1
"2784",1,1,1,2,1,2,1,1,1
"2785",2,1,1,2,1,2,2,1,1
"2786",2,2,1,2,1,2,1,1,1
"2787",1,2,5,2,1,1,2,3,1
"2788",1,1,1,1,4,2,1,1,1
"2789",2,1,1,1,3,2,2,1,1
"2790",2,1,5,2,1,2,1,1,1
"2791",1,6,1,2,4,2,1,1,1
"2792",2,6,1,2,4,2,1,1,1
"2793",2,6,1,2,4,2,1,1,1
"2794",1,6,1,2,1,2,1,1,1
"2795",1,1,5,2,1,2,1,3,1
"2796",2,1,1,2,1,2,1,1,1
"2797",1,1,1,2,1,1,1,1,1
"2798",1,1,5,2,1,2,1,1,1
"2799",2,2,2,2,1,2,1,1,1
"2800",1,1,1,1,3,2,1,1,1
"2801",2,1,1,2,1,2,1,1,1
"2802",1,2,1,2,1,1,1,1,1
"2803",2,2,1,1,6,2,2,1,1
"2804",2,2,1,2,1,2,1,1,1
"2805",2,2,1,2,1,2,1,3,1
"2806",1,2,1,2,1,1,1,3,1
"2807",1,2,5,1,1,1,2,1,2
"2808",1,1,1,2,1,2,1,1,1
"2809",2,1,1,2,1,2,1,1,1
"2810",2,1,3,2,1,2,1,1,1
"2811",2,1,2,2,1,1,1,1,1
"2812",1,1,1,2,1,1,1,1,1
"2813",2,1,1,2,1,2,1,1,1
"2814",2,1,2,2,1,2,1,1,1
"2815",2,1,1,2,1,2,1,1,1
"2816",1,1,1,2,1,2,1,1,1
"2817",2,1,1,2,1,2,1,1,1
"2818",2,2,5,2,1,2,1,1,2
"2819",1,2,5,2,1,2,1,1,1
"2820",2,1,2,2,1,1,1,1,1
"2821",2,1,1,2,1,2,1,1,1
"2822",1,1,1,1,3,2,2,1,1
"2823",1,5,2,2,1,1,1,1,1
"2824",1,5,3,2,1,2,2,1,1
"2825",1,5,5,2,1,2,1,3,1
"2826",2,2,2,2,3,1,1,1,1
"2827",1,1,1,2,1,2,1,1,1
"2828",2,1,1,1,5,2,1,1,1
"2829",1,2,4,2,1,2,1,1,1
"2830",1,1,1,2,1,1,1,1,1
"2831",2,1,1,2,1,2,1,1,1
"2832",1,2,5,2,1,2,1,1,1
"2833",1,1,1,2,1,2,1,1,1
"2834",2,1,1,2,1,2,1,1,1
"2835",2,1,3,2,1,1,1,1,1
"2836",1,1,1,2,1,2,1,1,1
"2837",2,1,1,1,1,2,1,1,1
"2838",1,4,5,2,3,2,1,1,1
"2839",1,2,5,2,1,1,1,1,1
"2840",1,1,1,2,5,2,1,1,1
"2841",2,1,1,1,1,2,1,1,1
"2842",2,1,1,2,1,2,1,1,1
"2843",1,1,1,2,5,2,1,1,1
"2844",2,1,3,2,1,2,2,1,1
"2845",1,1,1,2,1,2,1,1,1
"2846",2,1,1,2,1,2,1,1,1
"2847",2,1,2,2,1,1,1,1,1
"2848",2,1,2,2,1,1,1,1,1
"2849",1,2,1,2,1,2,1,1,1
"2850",2,2,1,2,1,2,2,1,2
"2851",1,1,1,2,1,2,1,1,1
"2852",2,1,1,2,1,2,1,1,1
"2853",1,1,3,2,1,2,2,1,3
"2854",2,1,2,2,1,1,1,1,1
"2855",1,2,1,2,1,2,1,1,1
"2856",2,2,1,2,1,2,1,1,1
"2857",1,2,5,2,1,2,2,1,2
"2858",2,2,4,2,1,1,1,1,1
"2859",1,1,1,2,1,2,1,1,1
"2860",2,1,1,2,1,2,1,1,1
"2861",2,1,2,2,1,2,1,1,1
"2862",2,1,5,2,1,2,1,1,2
"2863",1,1,1,2,1,2,1,1,1
"2864",2,1,1,2,1,2,2,1,1
"2865",1,1,3,2,1,2,2,1,1
"2866",1,1,3,2,1,2,2,1,1
"2867",1,2,2,2,1,2,1,1,1
"2868",2,1,1,2,1,2,1,1,1
"2869",1,1,1,2,1,2,1,1,1
"2870",1,1,5,2,1,2,1,1,1
"2871",2,1,5,2,1,2,1,3,2
"2872",2,2,5,2,1,2,1,1,1
"2873",1,1,1,1,1,2,1,1,1
"2874",2,1,1,2,1,2,1,1,1
"2875",1,1,1,2,1,2,1,1,1
"2876",2,1,1,2,1,1,1,1,1
"2877",2,2,5,2,1,2,1,3,2
"2878",1,1,1,2,1,2,1,1,1
"2879",2,1,1,2,1,2,1,1,3
"2880",2,1,5,2,1,2,1,1,1
"2881",1,2,1,2,1,1,1,1,1
"2882",2,2,1,1,1,2,1,1,1
"2883",2,1,1,2,1,2,1,1,2
"2884",1,5,1,2,1,2,2,1,1
"2885",2,1,3,2,1,2,1,1,1
"2886",1,6,5,2,4,2,1,1,1
"2887",1,6,5,2,4,2,1,1,1
"2888",2,6,2,2,1,2,1,1,1
"2889",2,6,5,2,4,2,1,1,2
"2890",1,1,3,2,1,2,2,1,1
"2891",2,1,1,2,1,2,1,3,1
"2892",1,1,1,2,1,2,1,3,1
"2893",2,1,5,2,1,2,1,1,1
"2894",2,1,1,2,1,2,1,1,1
"2895",1,1,1,2,1,1,1,1,1
"2896",1,1,5,2,1,2,1,1,1
"2897",2,1,5,2,1,2,1,1,1
"2898",2,1,2,1,5,1,1,1,1
"2899",2,1,1,2,1,2,1,1,1
"2900",1,1,1,1,3,1,1,1,2
"2901",1,1,1,2,1,2,1,1,1
"2902",2,1,1,2,1,2,1,1,1
"2903",1,1,1,1,7,2,1,1,1
"2904",2,1,1,2,1,2,1,1,1
"2905",2,1,1,1,1,2,1,1,1
"2906",1,1,1,2,1,2,1,1,1
"2907",2,3,5,2,1,2,1,1,1
"2908",2,1,4,1,3,2,1,3,1
"2909",2,1,2,2,1,2,1,1,1
"2910",2,1,1,2,5,2,1,1,1
"2911",1,1,1,2,1,2,1,1,1
"2912",2,1,1,2,1,2,1,1,1
"2913",1,1,1,2,1,2,1,1,1
"2914",2,1,1,2,1,2,1,1,1
"2915",1,1,1,2,1,2,1,1,1
"2916",1,1,1,2,1,2,1,1,1
"2917",2,1,1,2,1,2,1,1,1
"2918",1,1,1,2,1,2,1,1,1
"2919",2,1,1,2,1,2,1,1,1
"2920",1,1,5,2,1,2,1,3,1
"2921",2,1,3,2,1,2,1,1,1
"2922",2,1,1,2,1,2,1,1,1
"2923",1,1,1,2,1,2,1,1,1
"2924",2,3,1,2,1,1,1,1,1
"2925",1,3,1,2,1,1,1,1,1
"2926",2,2,5,2,1,1,1,1,3
"2927",2,1,2,2,1,2,1,1,1
"2928",1,2,1,2,1,2,2,1,1
"2929",2,2,1,1,1,1,1,1,1
"2930",1,2,4,1,6,2,1,3,1
"2931",1,1,3,2,1,2,1,1,1
"2932",2,1,5,2,1,2,1,1,3
"2933",1,1,1,2,1,2,1,1,1
"2934",2,1,1,2,1,2,1,1,1
"2935",1,1,5,2,1,2,2,1,1
"2936",1,1,1,2,1,2,2,1,1
"2937",2,1,1,2,1,2,1,1,1
"2938",2,2,5,2,1,2,1,3,1
"2939",2,2,4,2,1,1,1,3,1
"2940",2,1,3,2,1,2,1,1,1
"2941",1,1,5,2,1,2,1,3,3
"2942",1,1,1,2,1,1,1,1,1
"2943",2,1,1,2,1,2,1,1,1
"2944",1,1,1,2,1,1,1,1,1
"2945",2,1,1,2,1,2,1,1,1
"2946",1,1,1,2,1,2,1,1,1
"2947",2,1,1,1,1,2,1,1,1
"2948",1,1,3,2,1,2,1,1,1
"2949",2,1,5,2,1,2,1,1,2
"2950",1,1,1,2,1,2,1,1,1
"2951",2,1,1,2,1,2,1,1,1
"2952",2,1,4,2,1,2,1,1,1
"2953",1,1,5,2,1,2,1,1,1
"2954",1,1,1,2,1,2,1,1,1
"2955",2,1,1,2,1,2,1,1,1
"2956",1,1,5,2,1,2,2,1,1
"2957",1,1,1,2,1,2,1,1,1
"2958",2,3,1,2,1,2,1,1,1
"2959",1,1,1,2,1,2,1,1,1
"2960",2,1,1,2,1,2,1,1,1
"2961",2,1,4,2,1,2,2,1,1
"2962",2,1,3,2,1,2,1,1,1
"2963",2,1,5,2,1,2,1,1,1
"2964",2,1,5,2,1,2,1,1,1
"2965",2,2,3,2,1,2,1,1,2
"2966",2,1,5,2,1,2,1,3,2
"2967",2,1,1,2,1,2,1,1,1
"2968",1,1,1,2,5,2,1,1,1
"2969",1,1,3,2,1,2,1,1,1
"2970",1,6,1,2,4,2,1,1,1
"2971",2,6,1,1,4,2,2,1,1
"2972",1,1,1,2,1,2,1,1,1
"2973",2,1,3,2,1,1,1,3,1
"2974",2,2,5,2,1,2,1,1,2
"2975",2,1,1,2,1,2,1,1,1
"2976",1,1,1,2,1,2,1,1,1
"2977",1,2,5,2,1,2,2,1,1
"2978",1,2,3,2,1,2,1,1,1
"2979",1,1,1,2,1,2,1,1,1
"2980",2,1,1,2,1,2,1,1,1
"2981",2,1,1,2,1,2,2,1,1
"2982",1,1,1,2,1,2,1,1,1
"2983",2,1,2,1,5,2,1,3,1
"2984",1,1,1,2,1,2,1,1,1
"2985",2,1,1,2,1,2,1,1,1
"2986",1,1,1,2,1,2,1,1,1
"2987",2,1,1,2,1,1,1,1,1
"2988",2,2,3,2,1,1,1,3,1
"2989",2,2,1,2,1,1,1,3,1
"2990",1,3,5,2,1,2,1,3,2
"2991",1,2,5,2,1,2,1,3,2
"2992",1,2,5,2,1,2,1,3,2
"2993",1,2,5,2,1,2,2,3,3
"2994",1,1,1,2,1,2,2,1,1
"2995",2,1,1,2,1,1,2,1,1
"2996",1,1,1,2,1,2,1,1,1
"2997",2,1,5,2,1,2,1,1,1
"2998",1,1,1,2,1,2,1,3,2
"2999",2,2,1,2,1,2,1,1,1
"3000",1,2,1,2,1,2,1,1,2
"3001",2,2,5,2,1,2,1,1,1
"3002",2,2,5,2,1,1,1,1,1
"3003",2,1,3,2,1,2,1,1,1
"3004",1,1,1,2,1,2,1,3,1
"3005",1,1,3,2,1,1,1,1,1
"3006",2,1,2,2,1,1,1,3,1
"3007",1,1,3,2,1,2,1,1,1
"3008",1,1,1,2,1,2,1,1,1
"3009",2,1,1,2,1,2,1,1,1
"3010",2,1,1,2,1,2,1,3,1
"3011",1,1,1,1,4,2,2,3,1
"3012",1,1,4,1,3,2,1,3,1
"3013",2,1,1,2,1,2,2,1,1
"3014",1,1,1,2,1,2,1,1,1
"3015",1,1,2,2,1,2,1,1,1
"3016",1,1,5,2,1,2,2,3,2
"3017",2,1,3,2,1,1,1,1,1
"3018",2,1,2,2,1,2,1,1,1
"3019",1,1,1,2,1,2,1,1,1
"3020",2,1,1,2,1,2,1,1,1
"3021",2,1,5,2,1,2,1,1,2
"3022",2,1,4,2,1,2,1,3,1
"3023",1,1,1,2,1,2,1,1,1
"3024",2,1,1,2,1,2,1,1,1
"3025",1,1,5,2,1,2,1,1,2
"3026",1,1,1,2,1,1,1,3,1
"3027",2,1,1,2,1,2,1,1,1
"3028",1,1,1,2,1,2,1,1,1
"3029",1,1,5,2,1,2,2,1,1
"3030",2,1,2,2,1,1,1,1,1
"3031",2,1,2,2,1,2,1,1,1
"3032",2,1,3,2,1,2,1,1,1
"3033",1,1,1,2,1,2,1,1,1
"3034",2,1,1,2,1,2,1,1,1
"3035",2,1,3,2,1,2,1,1,1
"3036",2,5,2,2,1,1,1,1,1
"3037",2,5,5,2,1,2,1,1,2
"3038",1,1,1,2,1,2,1,1,1
"3039",2,1,1,2,1,2,1,1,1
"3040",1,1,5,2,1,2,1,1,2
"3041",1,1,1,2,1,2,1,1,1
"3042",2,1,1,2,1,2,1,1,1
"3043",2,1,2,2,1,1,1,3,1
"3044",2,3,2,2,1,2,2,1,1
"3045",1,3,5,2,1,1,1,1,1
"3046",1,1,5,1,3,2,2,1,2
"3047",1,1,5,1,3,2,2,3,2
"3048",2,1,5,1,1,2,1,1,1
"3049",2,1,2,2,1,2,1,1,1
"3050",2,1,2,2,1,2,1,1,1
"3051",1,1,1,2,1,2,1,1,1
"3052",2,1,1,2,1,2,1,1,1
"3053",1,2,1,2,1,2,1,1,1
"3054",2,2,1,1,3,2,1,1,1
"3055",2,1,5,1,1,2,1,3,2
"3056",1,1,5,2,1,2,1,3,2
"3057",1,1,1,1,4,2,1,1,1
"3058",2,1,1,2,1,2,1,1,1
"3059",1,1,5,2,1,2,1,1,1
"3060",2,1,3,2,1,2,1,1,1
"3061",2,5,5,2,1,2,1,1,1
"3062",2,1,1,2,1,2,1,1,2
"3063",1,1,1,2,1,1,1,1,1
"3064",2,1,2,2,1,1,1,1,1
"3065",2,1,1,2,1,2,1,1,1
"3066",1,1,1,2,1,2,1,1,1
"3067",2,1,1,2,1,2,1,1,1
"3068",1,1,1,2,1,2,1,1,1
"3069",2,1,2,2,1,2,1,1,1
"3070",1,2,3,2,3,2,1,3,1
"3071",2,1,1,2,1,2,2,1,1
"3072",1,1,1,2,1,2,1,1,1
"3073",1,1,1,2,1,1,1,1,1
"3074",2,1,1,2,1,2,1,1,1
"3075",1,1,1,2,1,2,1,1,1
"3076",2,1,1,2,1,2,1,1,1
"3077",2,1,1,2,5,2,1,1,1
"3078",1,1,1,2,1,2,1,1,1
"3079",2,2,1,2,5,2,1,1,1
"3080",1,2,1,2,1,1,1,1,1
"3081",2,1,2,1,4,2,1,1,1
"3082",2,1,3,2,1,2,1,1,1
"3083",2,1,4,2,1,1,1,1,1
"3084",1,1,1,2,1,2,1,1,1
"3085",2,1,1,1,2,2,1,1,1
"3086",1,5,5,2,1,2,1,1,1
"3087",1,5,5,2,1,2,2,1,1
"3088",2,1,1,1,1,2,1,1,1
"3089",1,1,1,1,7,1,2,1,1
"3090",1,1,3,2,1,1,1,1,1
"3091",2,1,2,2,1,2,1,1,1
"3092",2,1,1,2,1,2,1,1,1
"3093",1,1,1,1,1,2,1,1,1
"3094",2,1,1,2,1,2,1,1,1
"3095",1,5,1,1,4,2,1,1,1
"3096",2,1,2,2,1,1,1,1,1
"3097",2,1,5,2,1,2,1,1,1
"3098",1,1,3,2,1,2,1,1,1
"3099",1,1,1,2,1,2,1,1,1
"3100",2,1,1,2,1,2,1,1,1
"3101",1,1,3,2,1,2,2,1,1
"3102",1,1,5,2,1,2,2,1,1
"3103",2,1,5,2,1,2,1,1,2
"3104",1,2,3,2,1,2,1,1,1
"3105",1,2,1,2,1,2,1,1,1
"3106",2,2,1,2,1,2,2,1,1
"3107",1,2,5,2,1,2,2,1,1
"3108",1,1,1,2,1,2,1,1,1
"3109",2,1,1,2,1,2,1,1,1
"3110",1,2,1,1,1,2,2,3,1
"3111",1,2,5,2,1,2,2,1,1
"3112",1,1,1,2,1,2,1,1,1
"3113",2,1,1,2,1,2,1,1,1
"3114",1,1,5,2,1,2,1,3,2
"3115",1,2,1,2,1,1,1,3,1
"3116",2,2,1,2,1,2,1,3,1
"3117",2,1,3,2,1,2,2,1,1
"3118",2,2,3,2,1,2,1,1,2
"3119",1,1,1,2,1,2,1,1,1
"3120",2,1,1,2,1,1,1,1,1
"3121",2,1,5,2,1,2,1,1,2
"3122",1,1,5,2,1,2,1,1,1
"3123",1,1,1,2,1,2,1,3,1
"3124",2,1,1,2,1,2,1,3,1
"3125",1,1,4,2,1,1,2,3,1
"3126",2,1,5,2,1,2,1,1,1
"3127",1,1,5,2,7,2,1,3,2
"3128",1,5,5,2,1,1,1,3,2
"3129",1,1,1,2,1,2,1,1,1
"3130",2,1,1,2,1,2,1,1,1
"3131",1,1,5,2,1,2,2,1,1
"3132",1,1,1,2,1,2,1,1,1
"3133",2,1,1,2,1,2,1,1,1
"3134",1,2,4,2,1,2,2,3,1
"3135",2,1,3,2,1,2,1,1,1
"3136",2,1,1,1,3,2,2,1,1
"3137",1,1,1,2,1,2,2,1,1
"3138",2,1,1,2,1,2,1,1,1
"3139",1,1,1,2,1,2,2,1,1
"3140",2,2,1,2,1,2,1,3,1
"3141",1,2,1,2,1,2,1,3,1
"3142",2,2,5,1,1,1,1,3,2
"3143",2,1,1,2,1,2,1,1,1
"3144",1,1,1,2,1,2,1,1,1
"3145",1,3,3,1,3,2,1,3,1
"3146",2,1,1,2,1,2,1,1,1
"3147",1,1,1,2,1,1,1,1,1
"3148",2,2,1,2,1,2,1,1,1
"3149",1,2,1,2,1,1,1,1,2
"3150",1,2,5,2,1,2,1,3,1
"3151",1,2,5,2,1,2,2,1,1
"3152",2,1,3,2,1,2,1,1,1
"3153",2,1,2,2,1,2,1,1,1
"3154",1,1,2,2,1,1,1,1,1
"3155",1,1,1,2,1,2,1,1,1
"3156",2,1,1,2,1,2,1,1,1
"3157",1,1,3,2,1,1,1,1,1
"3158",2,1,3,2,1,2,1,1,1
"3159",2,1,3,2,1,2,1,1,1
"3160",1,1,5,2,1,2,1,1,1
"3161",2,3,3,2,1,2,2,1,1
"3162",2,2,2,2,1,1,1,1,1
"3163",2,2,4,2,1,2,1,1,1
"3164",1,2,5,2,1,2,2,1,1
"3165",2,2,5,2,1,1,1,1,1
"3166",2,1,1,2,1,2,1,1,1
"3167",1,4,1,2,1,2,1,1,1
"3168",1,3,3,2,1,2,2,3,1
"3169",2,1,5,2,5,2,1,1,1
"3170",1,1,1,2,1,2,1,1,1
"3171",2,1,1,2,1,1,1,1,1
"3172",2,1,4,2,1,2,2,3,1
"3173",2,1,2,2,1,2,1,1,1
"3174",1,1,1,2,1,2,1,1,1
"3175",2,1,1,2,1,1,1,1,1
"3176",1,1,5,2,1,2,1,1,2
"3177",1,6,5,2,4,2,1,1,1
"3178",2,1,2,2,1,1,1,3,1
"3179",1,2,4,2,1,2,1,3,1
"3180",2,2,3,2,1,2,1,1,1
"3181",1,2,5,2,1,2,1,1,1
"3182",2,2,5,2,1,2,1,1,2
"3183",2,1,5,1,3,2,2,1,1
"3184",1,1,1,2,1,2,1,1,1
"3185",2,1,1,2,1,2,1,1,1
"3186",1,1,1,2,1,2,1,1,2
"3187",2,1,1,2,1,1,2,1,1
"3188",1,2,5,2,1,2,1,1,3
"3189",2,1,5,2,1,2,1,1,1
"3190",1,1,1,2,1,2,1,1,1
"3191",2,1,1,2,1,2,1,1,1
"3192",2,1,2,2,1,2,2,1,1
"3193",1,1,1,1,7,2,2,1,1
"3194",2,1,1,1,3,2,1,1,1
"3195",2,1,5,1,1,2,1,1,2
"3196",1,1,5,2,1,2,2,3,1
"3197",1,1,3,2,1,2,1,1,1
"3198",2,1,3,2,1,2,1,1,1
"3199",1,1,1,2,1,2,1,1,1
"3200",2,1,1,2,1,2,1,1,2
"3201",2,5,1,2,1,2,1,1,1
"3202",1,1,1,2,1,2,1,1,1
"3203",1,1,3,2,1,1,2,1,1
"3204",2,1,3,2,1,2,1,1,1
"3205",2,1,1,2,1,2,1,1,2
"3206",1,1,1,2,1,2,1,1,1
"3207",1,1,1,2,1,2,1,1,1
"3208",2,1,1,2,1,2,1,1,1
"3209",2,1,3,2,1,2,1,1,1
"3210",1,1,5,2,1,2,1,1,1
"3211",1,2,1,2,1,2,1,1,1
"3212",2,2,1,2,1,2,1,1,1
"3213",1,2,5,2,1,2,2,3,1
"3214",1,2,5,2,1,2,2,1,1
"3215",1,2,5,2,1,2,1,1,1
"3216",1,1,1,2,1,2,1,1,1
"3217",2,1,1,2,1,2,2,1,1
"3218",2,1,4,2,1,2,1,1,1
"3219",1,1,4,2,1,2,2,1,1
"3220",2,1,1,2,1,2,1,1,1
"3221",1,1,1,2,1,2,1,1,1
"3222",2,2,1,2,1,2,1,1,1
"3223",1,2,1,2,1,2,2,1,1
"3224",1,2,5,2,1,2,1,3,1
"3225",2,1,1,2,1,2,1,1,1
"3226",1,1,1,2,1,2,1,1,1
"3227",1,5,1,2,1,1,1,1,1
"3228",2,1,1,2,1,2,2,1,1
"3229",1,1,1,2,1,2,2,1,1
"3230",2,1,1,2,1,2,1,1,1
"3231",1,1,5,2,1,1,1,3,2
"3232",2,4,1,2,1,2,1,1,1
"3233",1,1,1,2,1,2,1,1,1
"3234",1,4,5,2,3,2,2,1,1
"3235",2,4,2,2,1,2,1,1,1
"3236",2,1,1,1,3,2,2,3,1
"3237",1,1,1,2,1,2,1,3,1
"3238",1,1,1,2,1,2,1,3,1
"3239",2,3,2,2,1,1,1,1,1
"3240",1,1,3,2,1,2,1,1,1
"3241",1,1,1,2,1,1,1,1,1
"3242",2,1,1,2,1,2,1,1,1
"3243",2,1,2,2,1,1,1,1,1
"3244",1,1,1,2,1,2,2,1,1
"3245",2,1,1,2,1,2,1,1,1
"3246",2,1,3,2,1,2,1,1,1
"3247",2,1,1,2,1,2,1,1,1
"3248",1,1,1,2,5,2,1,1,1
"3249",2,2,1,2,1,2,1,1,1
"3250",1,1,1,2,1,2,1,1,1
"3251",1,1,3,1,1,2,1,1,1
"3252",2,2,1,2,1,2,1,1,1
"3253",1,2,1,2,1,2,1,1,1
"3254",1,6,1,2,4,2,1,1,1
"3255",2,6,1,2,4,2,1,1,1
"3256",1,2,5,2,1,1,1,1,2
"3257",2,2,5,2,1,2,1,1,2
"3258",2,1,1,2,1,2,1,1,2
"3259",1,1,1,1,1,1,1,1,1
"3260",1,1,5,2,1,2,1,3,1
"3261",1,1,1,2,1,1,1,1,1
"3262",2,1,1,2,1,1,1,1,1
"3263",2,1,2,1,3,1,1,1,1
"3264",1,1,2,2,1,2,1,1,1
"3265",1,1,1,2,1,1,2,3,1
"3266",2,1,1,2,1,2,1,3,1
"3267",1,2,1,2,1,2,1,1,1
"3268",2,2,1,1,6,2,1,1,1
"3269",2,2,3,2,1,1,1,1,1
"3270",2,2,5,1,1,2,1,1,1
"3271",2,2,2,2,1,2,1,1,1
"3272",1,1,1,2,1,2,1,3,1
"3273",2,1,1,2,1,2,1,3,1
"3274",1,1,1,2,1,2,1,1,1
"3275",2,1,1,2,1,2,1,1,1
"3276",2,2,3,2,1,2,1,1,1
"3277",2,1,1,2,1,2,1,3,1
"3278",1,1,1,1,3,2,2,1,1
"3279",1,1,3,2,1,2,2,3,1
"3280",1,1,3,2,5,2,1,1,1
"3281",1,1,5,2,1,2,1,1,1
"3282",1,1,5,2,1,1,1,1,2
"3283",2,1,5,2,1,2,2,1,1
"3284",2,1,1,2,1,2,1,1,1
"3285",1,1,1,2,1,2,1,1,1
"3286",2,1,1,2,1,2,1,1,1
"3287",1,1,1,2,1,1,1,1,1
"3288",2,1,3,2,1,2,1,3,1
"3289",2,1,2,2,1,2,1,1,1
"3290",1,1,1,2,1,2,1,1,1
"3291",2,1,1,2,1,2,1,1,1
"3292",1,1,1,2,1,2,1,1,1
"3293",2,1,1,2,1,1,1,1,1
"3294",1,1,1,2,1,2,1,1,1
"3295",2,1,1,2,1,2,1,1,1
"3296",2,1,1,2,1,1,1,1,1
"3297",1,1,1,1,3,2,2,1,1
"3298",2,1,2,2,1,1,1,1,1
"3299",1,1,1,2,1,2,1,1,1
"3300",2,1,1,2,1,2,1,1,1
"3301",2,2,1,2,1,2,1,3,1
"3302",1,2,1,2,1,2,2,3,1
"3303",1,1,3,2,1,2,1,1,1
"3304",1,2,4,2,1,2,1,1,1
"3305",1,2,3,2,1,2,1,1,1
"3306",1,1,5,2,1,2,2,1,1
"3307",1,1,1,2,1,2,1,1,1
"3308",2,1,1,2,1,2,1,1,1
"3309",1,1,1,2,1,2,1,1,1
"3310",2,1,1,2,1,2,1,1,1
"3311",2,1,1,2,1,1,1,1,1
"3312",1,1,1,2,1,2,1,1,1
"3313",2,2,1,2,1,2,1,1,1
"3314",1,2,1,2,1,2,2,1,1
"3315",1,1,1,2,1,2,1,1,1
"3316",2,1,1,2,1,2,1,1,3
"3317",1,2,4,2,1,1,1,1,1
"3318",2,1,1,2,1,2,1,1,1
"3319",1,1,1,2,1,2,2,1,1
"3320",2,1,1,2,1,2,1,1,1
"3321",1,1,1,2,1,2,1,1,2
"3322",1,1,2,2,1,2,1,1,1
"3323",1,4,1,2,1,2,1,1,1
"3324",2,1,1,2,1,2,1,1,1
"3325",2,2,1,2,1,2,1,1,1
"3326",1,2,1,2,3,2,2,1,1
"3327",2,2,5,2,1,2,2,1,1
"3328",1,2,5,2,1,1,1,1,2
"3329",2,2,4,2,1,1,2,1,1
"3330",1,2,5,2,1,2,1,1,1
"3331",1,1,1,2,1,2,1,3,1
"3332",2,1,1,2,1,2,1,1,1
"3333",1,1,1,2,1,2,1,1,1
"3334",2,2,1,2,1,2,1,1,1
"3335",1,2,1,2,1,2,2,1,1
"3336",1,2,5,2,1,2,1,1,2
"3337",2,1,1,2,1,2,1,1,1
"3338",1,1,1,2,1,1,2,1,1
"3339",2,1,2,2,1,1,1,1,1
"3340",2,1,2,2,1,2,1,1,1
"3341",1,1,5,2,1,2,1,1,1
"3342",2,1,5,2,1,2,1,1,3
"3343",1,1,1,2,1,2,1,1,1
"3344",1,1,5,2,1,2,1,1,1
"3345",1,2,5,2,1,2,1,3,2
"3346",1,1,5,2,1,2,2,1,3
"3347",2,1,2,2,1,1,1,1,1
"3348",1,2,5,2,1,2,1,3,1
"3349",2,1,3,2,1,1,1,1,1
"3350",1,5,1,2,1,2,1,1,1
"3351",2,1,1,2,1,2,1,1,1
"3352",1,1,1,2,1,1,1,1,1
"3353",2,1,1,2,1,2,1,1,1
"3354",1,2,1,1,1,2,1,3,1
"3355",2,2,1,2,1,1,1,1,1
"3356",1,2,1,2,1,2,1,1,1
"3357",1,2,5,2,1,2,2,1,1
"3358",2,1,1,2,1,2,2,1,1
"3359",1,1,1,2,1,2,1,1,1
"3360",2,2,4,2,1,1,1,1,1
"3361",2,1,3,2,1,2,1,3,1
"3362",2,1,3,2,1,2,1,1,1
"3363",2,1,2,2,1,2,2,1,1
"3364",1,1,1,2,1,2,1,1,1
"3365",2,1,1,2,1,2,1,1,1
"3366",2,1,2,2,1,2,1,1,1
"3367",2,5,5,2,1,2,1,1,3
"3368",1,1,1,2,1,2,1,1,1
"3369",2,1,1,2,1,2,1,1,1
"3370",2,1,5,2,1,2,1,3,1
"3371",2,1,2,2,1,1,1,1,1
"3372",2,1,4,2,1,1,2,3,1
"3373",1,1,1,2,1,2,1,1,1
"3374",2,1,1,2,1,2,1,1,1
"3375",1,1,5,2,1,2,1,1,2
"3376",2,1,5,2,1,2,1,1,3
"3377",1,1,1,2,1,2,1,1,1
"3378",2,1,1,2,1,2,2,1,1
"3379",1,1,1,2,1,2,1,1,2
"3380",2,1,1,2,1,2,1,1,1
"3381",2,1,1,2,1,2,1,1,1
